Feature ID	Epic	Feature Name	Category	Architecture Layer	Type	Problem	Solution	Implementation Notes	Requirements	Original Priority	Final Priority	Build Wave	Cycle	Complexity	Implementation Repo	Research Linkage	Validation Metric	Dependencies	Critical Path	Status	Owner	Frontend Impl.	Source URL	Agent Notes
F-107	Frontend & UI/UX Features	Search Bar (Global)	UI	Experience	Frontend	Quickly find notes, questions, videos.	Elasticsearch or PostgreSQL full-text search; auto-suggest.	Search index.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-108	Frontend & UI/UX Features	Advanced Filters (Subject, Board, Topic, Difficulty)	UI	Experience	Frontend	Narrow down content.	Multi-select dropdowns; update results dynamically.	Frontend state + API query params.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-109	Frontend & UI/UX Features	Customizable Dashboard Widgets	UI	Experience	Frontend	Let students arrange their dashboard.	Drag-and-drop layout (e.g., react-grid-layout); save preference.	LocalStorage or API.	N/A	P3	P3	Wave 4 - Teacher & Analytics	-	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-111		Progressive Web App (PWA)	Mobile	Experience	Frontend	Native-like experience without app store.	Service worker; manifest; offline caching.	Workbox; generate with React PWA template.	HTTPS.	P1	P1	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-113		Offline Access to Downloaded Materials	Offline	Product	Backend + Integration	Students without internet.	Allow downloading notes, past papers, flashcards to cache.	IndexedDB with local storage; sync when online.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-115		Mobile App (React Native / Flutter)	Mobile	Experience	Frontend	Push notifications, better performance.	Build native app wrapper (optional later).	React Native; separate codebase.	N/A	P3	P3	Wave 6 - Platform & Commercial	-	High	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-116	Security & Compliance	HTTPS Everywhere	Security	Platform/Security	Infrastructure	Encrypt data in transit.	Use TLS certificates (Let’s Encrypt).	Configure load balancer or reverse proxy.	Domain.	P0	P0	Wave 0 - Foundations	Cycle 2+	Low	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-117	Security & Compliance	GDPR Compliance	Legal	Platform/Security	Backend + Integration	Handle EU user data.	Cookie consent, data export, deletion, privacy policy.	Legal review; implement GDPR endpoints.	Legal advice.	P0	P0	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-118	Security & Compliance	Data Encryption at Rest	Security	Platform/Security	Infrastructure	Protect database contents.	Enable AWS RDS encryption; encrypt backups.	Cloud provider settings.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Low	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-119	Security & Compliance	Audit Logs (User Actions)	Security	Platform/Security	Infrastructure	Track who did what for compliance.	Log user actions (login, content modify, assignment grade).	Middleware to insert into audit table.	Additional storage.	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-120	Security & Compliance	CSRF & XSS Protection	Security	Platform/Security	Infrastructure	Common web attacks.	Use CSRF tokens; sanitize user input; CSP headers.	Framework defaults (Django, React).	N/A	P0	P0	Wave 0 - Foundations	Cycle 2+	Low	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-121	Security & Compliance	Rate Limiting per User	Security	Platform/Security	Infrastructure	Prevent brute force, abuse.	See infrastructure section.	Redis + middleware.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Low	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-122	Integration & API Features	RESTful API for All Resources	API	Platform	Infrastructure	Enable frontend and third-party integrations.	Design consistent REST endpoints; OpenAPI spec.	Spring Boot REST controllers + OpenAPI (springdoc); DTOs at boundaries; versioned /api/v1 base path.	N/A	P0	P0	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		PATCHED v2: was FastAPI/DRF - contradicted Java ADR-001. | Repo remapped v2 (4-repo plan, ADR-012).
F-123	Integration & API Features	OAuth2 / SSO Integration (Google, Microsoft)	Auth	Platform/Security	Backend + Integration	Easy login for schools.	Add OAuth providers.	Use OAuth libraries (Authlib).	Provider credentials.	P1	P1	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-124	Integration & API Features	LTI 1.3 Integration (for Schools)	Integration	Product	Backend + Integration	Embed into Canvas, Moodle as external tool.	Implement LTI standard; allow deep linking.	LTI tool provider library.	LTI consumer (school LMS).	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		
F-125	Integration & API Features	Webhooks for Events	API	Platform	Infrastructure	Allow external services to react (e.g., new assignment).	Register webhook URLs; send POST on events.	Background queue; retry logic.	N/A	P3	P3	Wave 6 - Platform & Commercial	-	Medium	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-126	Integration & API Features	API Rate Limit Headers	API	Platform	Infrastructure	Communicate limits to clients.	Include X-RateLimit-* headers in responses.	Middleware.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Low	syllabai-core		integration tests + uptime/error metrics		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-127	Additional Features	Forum / Doubt-Sharing Community	Community	Teacher/Product	Backend + Integration	Students need peer help.	Topic-based discussion threads; upvote best answers.	Basic forum database schema; moderation tools.	N/A	P2	P2	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-128	Additional Features	Teacher-Only Question Flag	Teacher	Teacher/Product	Backend + Integration	Separate assessment from practice.	Questions marked teacher_only appear only in teacher-assigned tests.	DB flag; API filtering.	N/A	P2	P2	Wave 4 - Teacher & Analytics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		
F-129	Additional Features	White-labeling for Schools	B2B	Teacher/Product	Backend + Integration	Schools want custom branding.	Allow school admin to upload logo, set primary color.	Dynamic CSS variables; store school branding.	N/A	P2	P3	Wave 4 - Teacher & Analytics	-	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-130	Additional Features	Bulk User Import (CSV)	Teacher	Teacher/Product	Backend + Integration	Add many students at once.	Upload CSV with emails/names; create accounts and enroll.	CSV parser; background job.	N/A	P1	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-131	Additional Features	Export Student Data (Parent/Student)	Compliance	Platform/Security	Backend + Integration	GDPR right to data portability.	Provide JSON/CSV download of all personal data and attempts.	Aggregated export endpoint.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-132	Additional Features	Automated Email Reports (Weekly Progress)	Engagement	Product	Backend + Integration	Keep parents/students informed.	Weekly digest: completed papers, weak topics, predicted grade.	Cron job; email service.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		
F-133	Additional Features	Live Chat Support (for Premium)	Support	Product	Backend + Integration	Real-time help for platform issues.	Integrate third-party widget (Intercom, Crisp).	Embed script.	Budget for paid plan.	P3	P3	Wave 6 - Platform & Commercial	-	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-134	Architecture & Contracts	Canonical Document Format	Content	Content	Backend + Integration	Stable parser-independent document contract.	Normalize all parser outputs into a shared JSON/domain schema.	Versioned schema in syllabai-spec + parser contract.	Parser engines	Added	P0	Wave 1 - Knowledge & Content	Cycle 2+	High	syllabai-parser	Repository research + Master Spec	schema contract tests		No	Not Started	Unassigned	No		
F-135	Architecture & Contracts	Knowledge Graph Repository Abstraction	KG	Knowledge	Backend + Integration	Avoid vendor lock-in.	Expose graph operations through interfaces.	Ports/adapters for PostgreSQL first, Neo4j/HelixDB later.	PostgreSQL	Added	P0	Wave 1 - Knowledge & Content	Cycle 2+	Medium	syllabai-core	Master Spec	contract + integration tests		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-136	Architecture & Contracts	Vector Store Abstraction	AI	AI/Tutor	Backend + Integration	Avoid vector DB lock-in.	Provide provider-neutral similarity search interface.	pgvector implementation first.	PostgreSQL/pgvector	Added	P0	Wave 1 - Knowledge & Content	Cycle 2+	Medium	syllabai-core	Master Spec	retrieval benchmark + contract tests		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-137	Learner Model	Learner State Model	KG	Learner/Research	Backend + Integration	BKT alone does not cover learner state.	Track knowledge, misconception, exam literacy, procedural fluency, strategy, self-regulation, confidence and interventions.	Versioned aggregate + evidence model.	Paper A/B	Added	P0	Wave 2 - Learner & Assessment	Cycle 1	High	syllabai-core	Paper A/B	state transition tests + schema validation		Yes	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-138	Learner Model	BKT Engine	KG	Learner/Research	Backend + Integration	Need interpretable mastery estimates.	Implement BKT with configurable parameters.	Pure domain service with parameter registry.	Paper B	Added	P0	Wave 2 - Learner & Assessment	Cycle 1	High	syllabai-core	Paper B §3.3	simulation + bias/RMSE		Yes	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-139	Learner Model	BKT Calibration & Simulation	DAT	Learner/Research	Research	Validate model assumptions before deployment.	Synthetic students + ground truth + acceptance criteria.	Reproducible research runner.	Paper B	Added	P0	Wave 7 - Research Maturation	Cycle 2+	High	syllabai-core	Paper B BKT simulation	bias < threshold; RMSE < threshold		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-140	Learner Model	BDT Engine	DAT	Learner/Research	Backend + Integration	Track misconception-specific probabilities.	Bayesian diagnosis tracing driven by diagnostic evidence.	Separate from BKT mastery.	Paper B	Added	P0	Wave 3 - Tutor & Diagnostics	Cycle 1	High	syllabai-core	Paper B §3.6	expert agreement + calibration		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-141	Diagnostics	Struggle Type Inference Engine	DAT	Learner/Research	Backend + Integration	Detect six struggle types at scale.	Infer probabilities with evidence and intervention mapping.	Initial rules/features; later statistical/ML models.	Paper A/B	Added	P0	Wave 3 - Tutor & Diagnostics	Cycle 2+	High	syllabai-core	Paper A/B	precision/recall + expert agreement		No	Not Started	Unassigned	No		
F-142	AI/Provenance	Evidence Provenance	AI	Knowledge	Backend + Integration	Every educational claim must be traceable.	Persist source document/page/element/question/mark-scheme lineage.	Canonical provenance object shared across repos.	Paper B	Added	P0	Wave 1 - Knowledge & Content	Cycle 1	Medium	syllabai-core	Paper B grounded response requirement	citation precision + lineage tests		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-143	AI/Research	Model & Prompt Version Registry	AI	Research	Backend + Integration	Research outputs depend on model/prompt versions.	Version all model and prompt configurations.	Experiment-aware immutable metadata.	Paper B	Added	P0	Wave 7 - Research Maturation	Cycle 2+	Medium	syllabai-core	Paper B model pinning	reproducibility test		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-144	Assessment	Human Mark Override	Assessment	Assessment	Full Stack	AI marking requires human adjudication.	Teacher can override Smart Mark and record reason.	Immutable AI mark + human revision chain.	Paper B	Added	P0	Wave 2 - Learner & Assessment	Cycle 1	Medium	syllabai-core	Paper B Smart Mark calibration	inter-rater agreement + audit completeness		No	In Progress	Unassigned	Yes		T-029 MERGED 2026-09-07 (session 16, audit passed): the human-mark override surface ships as the teacher UI's record-mark form (marks 0..partMarks bound client-side AND server-side via ConflictException, per-point decisions for kappa pairing seeded from the smart breakdown, rationale comments). Backend semantics unchanged from T-022 on main: first human mark is authoritative and fires evidence exactly once; later marks revise without re-firing BKT — surfaced in the UI copy. Merged evidence: core PR #7 fast-forward ab7a52b -> c7d22b9 (post-merge CI 34094254832 green, 240/240); web PR #3 fast-forward 18543d2 -> 2c404a4 (post-merge CI 34094459463 green). Authorization is backend-enforced (SecurityConfig route rule /api/v1/teacher/** = TEACHER/ADMIN) and regression-proven by TeacherRouteSecurityIT. Remaining: pilot-time browser verification of the override flow against the live backend.
F-145	Assessment	Smart Mark Calibration Dataset	Assessment	Research	Backend + Integration	Need AI-human marking validation dataset.	Store student answer + mark scheme + human mark triples.	PII-stripped research export.	Paper B	Added	P0	Wave 7 - Research Maturation	Cycle 2+	High	syllabai-core	Paper B open-practice plan	agreement/correlation/calibration		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-146	Research	Experiment Registry	Analytics	Research	Backend + Integration	Need reproducible experiments.	Store hypotheses, cohorts, interventions, metrics, versions and status.	Research domain + API.	Paper B	Added	P0.5	Wave 7 - Research Maturation	Cycle 2+	Medium	syllabai-core	Paper B DBR/pre-registration	schema + reproducibility checks		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-147	Content	Parser Provider Abstraction	Content	Content	Backend + Integration	Parser vendors vary.	Provider-neutral parser interface.	Adapters for MinerU/OpenDataLoader/Surya/anydoc.	Repository research	Added	P0	Wave 1 - Knowledge & Content	Cycle 2+	Medium	syllabai-parser	Repository research	contract tests		No	Not Started	Unassigned	No		
F-148	AI	LLM Provider Abstraction	AI	AI/Tutor	Backend + Integration	Avoid single-model coupling.	OpenAI/Anthropic/Gemini/Ollama providers behind interface.	Provider-specific adapters.	Paper B + Master Spec	Added	P0	Wave 3 - Tutor & Diagnostics	Cycle 1	Medium	syllabai-core	Master Spec	provider contract + mock tests		Yes	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-149	Platform	Object Storage Abstraction	Infrastructure	Platform	Backend + Integration	Binary files cannot rely on DB/ephemeral filesystem.	Store binaries externally with provider-neutral interface.	R2/S3/Supabase adapters.	Master Spec	Added	P0.5	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-core	Master Spec	upload/download integrity		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-150	Security	Consent & Minor Data Controls	Compliance	Platform/Security	Full Stack	Students may be minors and research data is sensitive.	Consent/guardian workflows and data-use records.	Policy-aware domain model.	Paper A/B + legal review	Added	P0.5	Wave 0 - Foundations	Cycle 2+	High	syllabai-core	Research/privacy requirements	consent/audit test suite		No	Not Started	Unassigned	Yes		
F-151	Research	AI Decision Audit Trail	Security	Research	Backend + Integration	AI decisions need explainability and auditability.	Record inputs, evidence, output, model/prompt version, overrides.	Immutable event/audit record.	Paper B + Master Spec	Added	P0.5	Wave 7 - Research Maturation	Cycle 2+	High	syllabai-core	Master Spec	audit completeness		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-152	Knowledge	Question Multi-topic Graph	KG	Knowledge	Backend + Integration	Single-topic tagging loses cross-topic questions.	Explicit many-to-many question-topic graph.	Primary + secondary topics and provenance.	Paper B §3.2	Added	P0	Wave 1 - Knowledge & Content	Cycle 1	Medium	syllabai-core	Paper B	mapping coverage/accuracy		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-153	Assessment	Assessment Evidence Contract	Assessment	Assessment	Backend + Integration	Assessment and learner model should be decoupled.	Emit typed evidence objects.	Canonical interface in syllabai-spec.	Master Spec	Added	P0	Wave 2 - Learner & Assessment	Cycle 1	Medium	syllabai-core	Master Spec	contract tests		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-154	Research	Research Data Export	Compliance	Research	Backend + Integration	Need reproducible analysis exports.	Versioned anonymized exports with PII controls.	CSV/JSON/Parquet where useful.	Paper B	Added	P0	Wave 7 - Research Maturation	Cycle 2+	Medium	syllabai-core	Paper B open practices	schema validation + privacy checks		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 + ADR-017 (2026-09-07): Research layer — research-only telemetry (timing, self-assessment) versioned and governed separately from product-critical evidence; recommendation evaluation records policy/version, exposure, action and downstream learning outcome (CTR/watch time alone cannot establish educational benefit).
F-155	Accessibility	Accessibility Agent Contract	UI	Experience	Full Stack	Accessibility must be enforced during generation/development.	Use A11Y.md-style behavior contract and WCAG checks.	Agent instructions + CI checks.	A11Y.md + Master Spec	Added	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-web	A11Y.md	axe/WCAG checks		No	Not Started	Unassigned	Yes		
F-156	Infrastructure	Cold-start Resilience	Infrastructure	Platform	Backend + Integration	Free backend may sleep.	Frontend handles wake-up/retry without losing state.	Health endpoint + bounded retry strategy.	Render free-tier constraint	Added	P1	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-web	Current deployment research	e2e cold-start test		No	Not Started	Unassigned	No		
F-157	Research	Feature-to-Hypothesis Traceability	Research	Research	Backend + Integration	Features must map back to research questions.	Link features to hypotheses and validation metrics.	Spreadsheet + research registry.	Papers + Master Spec	Added	P0.5	Wave 7 - Research Maturation	Cycle 2+	Medium	syllabai-core	Master Spec	coverage audit		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-158	Knowledge	Curriculum Versioning	Content	Knowledge	Backend + Integration	Syllabi change over time.	Version curriculum, mappings, questions and resources.	Version all curriculum-linked data.	Master Spec	Added	P1	Wave 1 - Knowledge & Content	Cycle 2+	Medium	syllabai-core	Master Spec	migration/version tests		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012).
F-159	Learner Model	Ebbinghaus Forgetting-Curve Decay Job	Learner Model	Learner/Research	Backend	Mastery estimates drift from reality without modeled forgetting; Paper B requires decayed mastery for review scheduling.	Nightly @Scheduled job applies exponential decay with tau 30/90/365 days by proficiency band; decayed items feed the review-schedule queue.	tau values are research parameters: configurable + versioned, never hardcoded. Idempotent job; telemetry row per run (bkt.updated family).	Paper B section 3.3 decay specification.	-	P0	Wave 2 - Learner & Assessment	Cycle 1	Medium	syllabai-core	Paper B sec 3.3 (proficiency overlay decay)	unit tests on closed-form decay; nightly-run telemetry coverage	F-138	No	Not Started		No		ADDED v2: decay engine was missing from ChatGPT v1 backlog (Task 7 gap).
F-160	Research	Learning Log Research Telemetry	Research	Research	Backend	Paper A/B struggle detection depends on fine-grained behavioral signals no previous backlog row captured.	Append-only event store capturing keystroke/dwell timing, self-doubt flag (F-056), response latency, hint usage, timed/untimed context, and IRT item parameters, per Master Spec section 18 event families.	GDPR minimal-necessary; pseudonymized research IDs separate from PII; retention policy; analytics via views, never overwrites. Dual role: product signal + research instrument.	Paper B section 3.5 learning-log field list.	-	P0	Wave 2 - Learner & Assessment	Cycle 1	High	syllabai-core	Paper B sec 3.5; Paper A struggle operationalization	schema validation + event-family coverage tests + export reproducibility	F-153	Yes	Not Started		Yes		ADDED v2: research telemetry was the single biggest paper-fidelity gap.
F-161	Assessment	Smart Mark Agreement Gate (kappa)	Assessment	Research	Backend	Smart Mark must not go student-facing unvalidated; Paper B sets the agreement threshold.	Double-marking workflow: human mark vs Smart Mark; Cohen's kappa per question type; release gate kappa >= 0.60; disagreements feed the calibration dataset.	F-145 stores the triples; this row is the metric computation + release gate + escalation to teacher review when below threshold.	Paper B section 3.4 agreement requirement.	-	P0	Wave 2 - Learner & Assessment	Cycle 1	Medium	syllabai-core	Paper B sec 3.4 (kappa >= 0.60)	kappa >= 0.60 on held-out set before student-facing release	F-145, F-144, F-047	No	In Progress		Yes		T-029 MERGED 2026-09-07 (session 16, audit passed): the kappa agreement gate is now visible to teachers — latest evaluation card (kappa value, sample size, threshold, passed badge, scope, age) + recompute action with honest states (404 'no evaluation recorded yet'; 409 'no paired smart/human point decisions available yet'). Fail-closed semantics unchanged from T-022 on main: below threshold (or with no evaluation at all), smart marks stay provisional and never drive evidence; SmartMarkService checks the newest ALL/paper evaluation before firing. Merged evidence: core PR #7 fast-forward ab7a52b -> c7d22b9 (post-merge CI 34094254832 green); web PR #3 fast-forward 18543d2 -> 2c404a4 (post-merge CI 34094459463 green). Remaining: the actual agreement calibration (human double-marking to produce the paired decisions) is a pilot-time human activity, not a code task; per-paper scoping exists in the backend API but the UI currently calls the ALL scope (future work, audit class C).
F-162	Learner Model	Timed vs Untimed Procedural Fluency Gap	Assessment	Learner/Research	Feature	Paper A distinguishes Type 3a (exam literacy/knowledge) from Type 3b (procedural fluency); a product timer alone cannot.	Paired assessment conditions (same items, timed and untimed); derive procedural_fluency_gap = untimed_performance - timed_performance; feed struggle inference for 3a/3b differentiation.	Research construct: versioned + configurable, not hardcoded into product copy. Requires per-question timing data (F-053, F-055).	Paper A Type 3a/3b operationalization.	-	P0	Wave 2 - Learner & Assessment	Cycle 1	Medium	syllabai-core	Paper A Type 3a/3b; Master Spec section 16	construct-validity review + metric reproducibility test	F-053, F-055, F-153	No	Not Started		Yes		ADDED v2: F-053 was only a product timer; the paired-condition construct was missing.
F-163	AI	Free-LLM Provider Chain (Groq-Gemini-OpenRouter)	Infrastructure	AI/Tutor	Backend	LLM inference must remain $0 / no-credit-card for the pilot (hard constraint).	LlmProvider implementations with automatic failover: Groq llama-3.3-70b-versatile (primary, OpenAI-compatible), Gemini 2.5 Flash (fallback), OpenRouter free models (tertiary); health + rate-limit tracking.	Spring AI 2.0 OpenAI-compatible client pointed at Groq base URL; per-experiment provider pinning (no silent drift in registered experiments); provider/model/version recorded on every AI-mediated event.	Free-tier research 2026-09 (verified limits in PLATFORM_RESEARCH.md).	-	P0	Wave 3 - Tutor & Diagnostics	Cycle 1	Medium	syllabai-core	Paper B LLM resilience design; free-tier constraint	failover integration test + provider version present in telemetry	F-148	No	Not Started		No		ADDED v2: ChatGPT v1 listed OpenAI/Anthropic with no free-tier strategy.
F-164	Subject Experience	Subject Enrollment & Subject Switcher	Student Experience	Experience + Curriculum	Backend + Integration	Students need a clean subject-scoped entry point and may otherwise see mixed academic content.	Let a student start with zero subjects and add courses through Board → Qualification → Subject → Curriculum/Specification Version; show only enrolled subjects on the global dashboard.	Create subject enrollment model/read API, add/remove subject flow, subject switcher, active-subject context, server-side authorization and curriculum isolation.	Board, Qualification, Subject, CurriculumVersion identity; authenticated student	Added	P0.5	Wave 2 - Subject Foundation	Cycle 2+	Medium	syllabai-core + syllabai-web		feature acceptance criteria	Existing identity + curriculum model	No	Planned	Unassigned			Long-term product boundary; does not expand Cycle 1. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
F-165	Subject Experience	Subject-Scoped Workbench	Student Experience	Experience	Frontend + Integration	Revision, practice, tutoring and assessment features need a single coherent home per course.	Clicking a subject opens a self-contained workspace: Dashboard, Revision Notes, Exam Questions, Past Papers, Flashcards, Target Test, Mock Exams, Smart Lesson, Tutor, Knowledge Graph.	Route all subject features through explicit subject/curriculum context; never rely on a global topic name or last-selected course.	F-164; stable subject/curriculum API contracts	Added	P0.5	Wave 2 - Subject Foundation	Cycle 2+	Medium	syllabai-web + syllabai-core		feature acceptance criteria	F-164	No	Planned	Unassigned			Save My Exams is UX reference only; SyllabAI owns the architecture/content. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
F-166	Curriculum	Specification Point Model	Knowledge / Curriculum	Domain + Data	Backend + Integration	Unit/Topic/SubTopic is too coarse for detailed board specifications whose actual learning objectives are numbered (1.1, 1.2, 1.3...).	Make SpecificationPoint a first-class canonical curriculum object preserving official code, verbatim objective, ordering, applicability and provenance.	Extend curriculum ingestion/schema and KG hierarchy: Board → Qualification → Subject → CurriculumVersion → Unit/Section → Topic/SubTopic → SpecificationPoint. Never invent numbering.	Official current specification; provenance; validation workflow; curriculum versioning	Added	P0.5	Wave 1 - Knowledge & Content	Cycle 2+	Medium	syllabai-core + syllabai-parser		feature acceptance criteria	F-020, F-032	No	Planned	Unassigned			Canonical bridge for notes, questions, learner evidence and adaptive features. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
F-167	Content	Specification-Point Resource Mapping	Content	Knowledge + Content	Backend + Integration	Existing revision notes are already structured by specification point, but the product needs a durable canonical mapping.	Map Revision Notes, Flashcards, examples and Smart Lesson steps to one or more SpecificationPoints with provenance and validation state.	ResourceLink table/edge; support many-to-many mappings; preserve source document/page/section where available; allow reviewed vs suggested links.	F-166; canonical Resource/Evidence model	Added	P1	Wave 2 - Subject Foundation	Cycle 2+	Medium	syllabai-core		feature acceptance criteria	F-166	No	Planned	Unassigned			Existing notes should be migrated/tagged to official points rather than flattened into broad topics. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
F-168	Assessment	Specification-Point Question Tagging	Assessment	Knowledge + Assessment	Backend + Integration	Past-paper questions currently have topic-level placement, but precise objective mapping is needed for adaptive practice and reporting.	Allow QuestionVersion/QuestionPart to map to one or more SpecificationPoints; preserve uncertain/unreviewed mappings.	Suggested mapping pipeline + teacher/SME validation; no forced single tag; retain multi-concept coverage.	F-166; F-028; F-152	Added	P1	Wave 3 - Tutor & Diagnostic Intelligence	Cycle 2+	High	syllabai-core + syllabai-parser		feature acceptance criteria	F-166, validated content	No	Planned	Unassigned			Future extension of the existing multi-topic question direction; unvalidated mappings never become authoritative. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
F-169	Knowledge Graph	Subject Specification Graph & Learner Overlay	Knowledge Graph	Domain + Experience	Backend + Integration	The subject KG must show official structure while also exposing personalized mastery, misconceptions, confidence, fluency and review state.	Build a subject-scoped graph read model with SpecificationPoints as fine-grained anchors and learner state as a separate overlay; aggregate upward to SubTopic/Topic/Unit for summaries.	Extend recursive graph traversal/read model, prerequisite edges and personalized overlays without mutating curriculum. Visualizer can group/collapse levels for readability.	F-166; existing learner state + F-034/F-036	Added	P0.5	Wave 2 - Subject Foundation	Cycle 2+	High	syllabai-core + syllabai-web		feature acceptance criteria	F-166, F-034, learner model	No	Planned	Unassigned			Knowledge graph is structural backbone; learner state is time-aware overlay. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
